movil_id,lat,lng,precision_m,velocidad_kmh,disponible,reportado_en
AMB-024,4.614851,-74.058222,25,14,true,2026-08-22T21:51:48-05:00
AMB-024,4.56512,-74.073319,18,14,true,2026-08-22T22:22:59-05:00
AMB-024,4.754093,-74.09687,120,58,true,2026-08-22T23:59:57-05:00
AMB-024,4.611714,-74.060688,12,22,true,2026-08-22T23:28:17-05:00
AMB-024,4.566607,-74.089441,120,45,true,2026-08-23T00:14:31-05:00
AMB-024,4.735121,-74.10054,40,58,true,2026-08-23T01:33:27-05:00
AMB-024,4.614851,-74.069871,25,45,true,2026-08-23T02:38:21-05:00
AMB-024,4.588205,-74.083509,8,0,true,2026-08-23T03:53:04-05:00
AMB-024,4.730759,-74.101251,120,31,true,2026-08-23T03:46:28-05:00
AMB-024,4.598752,-74.058461,12,31,true,2026-08-23T04:08:25-05:00
AMB-024,4.587405,-74.081036,8,22,true,2026-08-23T05:49:26-05:00
AMB-024,4.745538,-74.089905,8,45,true,2026-08-23T06:36:29-05:00
AMB-025,4.594938,-74.08208,25,22,false,2026-08-22T19:52:58-05:00
AMB-025,4.643045,-74.204839,65,0,false,2026-08-22T19:09:51-05:00
AMB-025,4.739778,-74.074902,8,14,false,2026-08-22T20:57:38-05:00
AMB-025,4.57948,-74.08063,8,58,false,2026-08-22T21:10:46-05:00
AMB-025,4.649401,-74.217776,120,45,false,2026-08-22T22:51:29-05:00
AMB-025,4.733176,-74.07516,8,31,false,2026-08-22T23:36:07-05:00
AMB-025,4.583272,-74.100809,8,14,false,2026-08-22T23:41:03-05:00
AMB-025,4.633567,-74.213126,8,0,false,2026-08-23T00:48:26-05:00
AMB-025,4.734899,-74.091332,18,22,false,2026-08-23T01:11:26-05:00
AMB-025,4.582623,-74.100425,18,0,false,2026-08-23T02:25:14-05:00
AMB-025,4.634206,-74.222913,25,45,false,2026-08-23T03:58:08-05:00
AMB-025,4.752885,-74.080527,65,14,false,2026-08-23T03:07:46-05:00
AMB-025,4.598024,-74.095138,65,22,false,2026-08-23T04:58:20-05:00
AMB-025,4.639801,-74.202324,120,58,false,2026-08-23T05:02:18-05:00
AMB-025,4.745166,-74.087472,18,31,false,2026-08-23T06:21:20-05:00
AMB-026,4.669298,-74.142027,120,0,true,2026-08-22T19:06:19-05:00
AMB-026,4.582268,-74.112373,12,31,true,2026-08-22T19:51:02-05:00
AMB-026,4.675851,-74.072837,120,31,true,2026-08-22T20:18:43-05:00
AMB-026,4.681753,-74.150691,120,0,true,2026-08-22T21:32:58-05:00
AMB-026,4.5755,-74.114572,25,14,true,2026-08-22T22:33:07-05:00
AMB-026,4.661382,-74.078239,8,45,true,2026-08-22T23:15:33-05:00
AMB-026,4.669968,-74.140377,8,45,true,2026-08-22T23:03:14-05:00
AMB-026,4.579531,-74.115168,18,45,true,2026-08-23T00:32:04-05:00
AMB-026,4.671552,-74.072955,65,14,true,2026-08-23T01:52:27-05:00
AMB-026,4.67914,-74.138283,12,31,true,2026-08-23T02:17:47-05:00
AMB-026,4.574662,-74.092,12,58,true,2026-08-23T03:36:26-05:00
AMB-026,4.666316,-74.075188,12,0,true,2026-08-23T03:35:08-05:00
AMB-026,4.669235,-74.13899,8,0,true,2026-08-23T04:17:22-05:00
AMB-026,4.569425,-74.103658,25,58,true,2026-08-23T05:04:40-05:00
AMB-026,4.666887,-74.069115,40,58,true,2026-08-23T06:38:52-05:00
AMB-027,4.624354,-74.116379,18,22,true,2026-08-22T19:28:24-05:00
AMB-027,4.623449,-74.143257,18,58,true,2026-08-22T19:32:24-05:00
AMB-027,4.758525,-74.082578,8,0,true,2026-08-22T20:12:07-05:00
AMB-027,4.6187,-74.12597,120,0,true,2026-08-22T21:42:35-05:00
AMB-027,4.62131,-74.14175,120,31,true,2026-08-22T22:15:08-05:00
AMB-027,4.752913,-74.082922,25,14,true,2026-08-22T23:14:07-05:00
AMB-027,4.63448,-74.124545,12,14,true,2026-08-22T23:27:34-05:00
AMB-027,4.631435,-74.145519,18,0,true,2026-08-23T00:22:27-05:00
AMB-027,4.748901,-74.090874,25,31,true,2026-08-23T01:26:05-05:00
AMB-027,4.621298,-74.134144,40,58,true,2026-08-23T02:00:07-05:00
AMB-027,4.625724,-74.15854,12,0,true,2026-08-23T03:04:01-05:00
AMB-027,4.739634,-74.085908,120,45,true,2026-08-23T03:04:41-05:00
AMB-027,4.621828,-74.128012,12,31,true,2026-08-23T04:20:14-05:00
AMB-027,4.63141,-74.153393,12,14,true,2026-08-23T05:58:06-05:00
AMB-027,4.736605,-74.089394,65,31,true,2026-08-23T06:16:24-05:00
AMB-028,4.688915,-74.120955,25,58,true,2026-08-22T19:30:56-05:00
AMB-028,4.679443,-74.103149,12,58,true,2026-08-22T19:04:49-05:00
AMB-028,4.735159,-74.090834,18,22,true,2026-08-22T20:38:39-05:00
AMB-028,4.694089,-74.120062,25,0,true,2026-08-22T21:18:06-05:00
AMB-028,4.702448,-74.094218,8,0,true,2026-08-22T22:51:35-05:00
AMB-028,4.742593,-74.071831,65,0,true,2026-08-22T23:12:12-05:00
AMB-028,4.682226,-74.105529,8,0,true,2026-08-22T23:45:46-05:00
AMB-028,4.6834,-74.11406,65,31,true,2026-08-23T00:56:25-05:00
AMB-028,4.728024,-74.078248,120,0,true,2026-08-23T01:34:54-05:00
AMB-028,4.698696,-74.09854,12,45,true,2026-08-23T02:25:58-05:00
AMB-028,4.679542,-74.099941,65,58,true,2026-08-23T03:00:39-05:00
AMB-028,4.738807,-74.088767,25,0,true,2026-08-23T03:09:03-05:00
AMB-028,4.686337,-74.097585,40,0,true,2026-08-23T04:58:22-05:00
AMB-028,4.695868,-74.103196,25,31,true,2026-08-23T05:24:35-05:00
AMB-028,4.735455,-74.083319,120,58,true,2026-08-23T06:49:26-05:00
AMB-029,4.63717,-74.20003,8,31,false,2026-08-22T19:34:08-05:00
AMB-029,4.715626,-74.118282,18,58,false,2026-08-22T19:51:16-05:00
AMB-029,4.74281,-74.095258,8,58,false,2026-08-22T20:14:05-05:00
AMB-029,4.638034,-74.189557,25,0,false,2026-08-22T21:46:52-05:00
AMB-029,4.714896,-74.1092,120,14,false,2026-08-22T22:10:02-05:00
AMB-029,4.726225,-74.090479,40,31,false,2026-08-22T23:59:05-05:00
AMB-029,4.631237,-74.190901,25,31,false,2026-08-22T23:59:05-05:00
AMB-029,4.704171,-74.115767,8,22,false,2026-08-23T00:15:41-05:00
AMB-029,4.724577,-74.093837,8,0,false,2026-08-23T01:02:10-05:00
AMB-029,4.641686,-74.206509,25,45,false,2026-08-23T02:47:44-05:00
AMB-029,4.703105,-74.11281,40,31,false,2026-08-23T03:56:23-05:00
AMB-029,4.737248,-74.095283,40,22,false,2026-08-23T03:21:07-05:00
AMB-029,4.652026,-74.18734,18,14,false,2026-08-23T04:46:16-05:00
AMB-029,4.703154,-74.119239,12,0,false,2026-08-23T05:46:18-05:00
AMB-029,4.735608,-74.099535,18,45,false,2026-08-23T06:11:50-05:00
AMB-030,4.631162,-74.151611,18,14,true,2026-08-22T19:47:44-05:00
AMB-030,4.7021,-74.113719,40,14,true,2026-08-22T19:35:25-05:00
AMB-030,4.758005,-74.083337,25,58,true,2026-08-22T20:07:07-05:00
AMB-030,4.630656,-74.15688,18,14,true,2026-08-22T21:27:33-05:00
AMB-030,4.694566,-74.110516,25,14,true,2026-08-22T22:50:30-05:00
AMB-030,4.756523,-74.100186,18,0,true,2026-08-22T23:02:09-05:00
AMB-030,4.64217,-74.139671,12,14,true,2026-08-22T23:42:01-05:00
AMB-030,4.701714,-74.102606,120,0,true,2026-08-23T00:50:01-05:00
AMB-030,4.759806,-74.098232,18,45,true,2026-08-23T01:54:28-05:00
AMB-030,4.632022,-74.147468,8,45,true,2026-08-23T02:18:37-05:00
AMB-030,4.694196,-74.101414,18,45,true,2026-08-23T03:24:03-05:00
AMB-030,4.751672,-74.086105,12,45,true,2026-08-23T03:51:53-05:00
AMB-030,4.621994,-74.141359,40,22,true,2026-08-23T04:43:50-05:00
AMB-030,4.710084,-74.106098,18,31,true,2026-08-23T05:40:01-05:00
AMB-030,4.756531,-74.096581,18,0,true,2026-08-23T06:37:18-05:00
AMB-031,4.692495,-74.104908,12,0,true,2026-08-22T19:00:52-05:00
AMB-031,4.738776,-74.086045,65,22,true,2026-08-22T19:31:16-05:00
AMB-031,4.628959,-74.146448,120,58,true,2026-08-22T20:15:42-05:00
AMB-031,4.705285,-74.114311,8,14,true,2026-08-22T21:52:20-05:00
AMB-031,4.739364,-74.105363,40,22,true,2026-08-22T22:37:57-05:00
AMB-031,4.62927,-74.140442,120,0,true,2026-08-22T23:30:02-05:00
AMB-031,4.690469,-74.116564,8,58,true,2026-08-22T23:29:31-05:00
AMB-031,4.725661,-74.095663,18,22,true,2026-08-23T00:08:39-05:00
AMB-031,4.634302,-74.141906,120,31,true,2026-08-23T01:20:35-05:00
AMB-031,4.708609,-74.117083,18,45,true,2026-08-23T02:58:33-05:00
AMB-031,4.740243,-74.096588,40,31,true,2026-08-23T03:00:03-05:00
AMB-031,4.636456,-74.134821,18,45,true,2026-08-23T03:34:13-05:00
AMB-031,4.710276,-74.104972,120,0,true,2026-08-23T04:05:47-05:00
AMB-031,4.736939,-74.083828,65,45,true,2026-08-23T05:54:03-05:00
AMB-031,4.622693,-74.139782,12,22,true,2026-08-23T06:23:03-05:00
AMB-032,4.721305,-74.046446,8,0,true,2026-08-22T19:06:02-05:00
AMB-032,4.624817,-74.085038,25,31,true,2026-08-22T19:11:13-05:00
AMB-032,4.703059,-74.10781,12,58,true,2026-08-22T20:29:05-05:00
AMB-032,4.731087,-74.031429,12,14,true,2026-08-22T21:03:30-05:00
AMB-032,4.619698,-74.077166,8,31,true,2026-08-22T22:41:56-05:00
AMB-032,4.694552,-74.092853,12,14,true,2026-08-22T23:34:11-05:00
AMB-032,4.724933,-74.040083,12,0,true,2026-08-22T23:07:03-05:00
AMB-032,4.623354,-74.089871,8,14,true,2026-08-23T00:49:14-05:00
AMB-032,4.690173,-74.11074,8,58,true,2026-08-23T01:27:47-05:00
AMB-032,4.738508,-74.036966,25,58,true,2026-08-23T02:24:36-05:00
AMB-032,4.623814,-74.093051,12,0,true,2026-08-23T03:44:13-05:00
AMB-032,4.701821,-74.10415,12,58,true,2026-08-23T03:58:11-05:00
AMB-032,4.720175,-74.045467,8,14,true,2026-08-23T04:32:14-05:00
AMB-032,4.620049,-74.091877,8,58,true,2026-08-23T05:25:08-05:00
AMB-032,4.693734,-74.093702,18,45,true,2026-08-23T06:10:14-05:00
AMB-033,4.63818,-74.212265,8,22,false,2026-08-22T19:56:24-05:00
AMB-033,4.599664,-74.055479,12,22,false,2026-08-22T19:24:08-05:00
AMB-033,4.574507,-74.163451,18,45,false,2026-08-22T20:07:32-05:00
AMB-033,4.631443,-74.217807,8,0,false,2026-08-22T21:33:06-05:00
AMB-033,4.61049,-74.066557,18,0,false,2026-08-22T22:26:33-05:00
AMB-033,4.574728,-74.161318,25,0,false,2026-08-22T23:39:58-05:00
AMB-033,4.64282,-74.21528,18,31,false,2026-08-22T23:06:27-05:00
AMB-033,4.619855,-74.055029,25,58,false,2026-08-23T00:00:15-05:00
AMB-033,4.55783,-74.145481,8,58,false,2026-08-23T01:06:13-05:00
AMB-033,4.643306,-74.2032,40,14,false,2026-08-23T02:40:23-05:00
AMB-033,4.598271,-74.054405,18,58,false,2026-08-23T03:13:57-05:00
AMB-033,4.567057,-74.151711,8,14,false,2026-08-23T03:51:28-05:00
AMB-033,4.654004,-74.200359,25,14,false,2026-08-23T04:58:00-05:00
AMB-033,4.597297,-74.067636,120,31,false,2026-08-23T05:26:42-05:00
AMB-033,4.564661,-74.159177,65,22,false,2026-08-23T06:43:21-05:00
AMB-034,4.695058,-74.111055,65,22,true,2026-08-22T19:09:26-05:00
AMB-034,4.709357,-74.102818,8,58,true,2026-08-22T19:57:16-05:00
AMB-034,4.687402,-74.148544,65,0,true,2026-08-22T20:52:08-05:00
AMB-034,4.707308,-74.101246,40,0,true,2026-08-22T21:45:15-05:00
AMB-034,4.694598,-74.110349,25,0,true,2026-08-22T22:59:41-05:00
AMB-034,4.687492,-74.151712,25,45,true,2026-08-22T23:08:03-05:00
AMB-034,4.707243,-74.109086,8,0,true,2026-08-22T23:40:54-05:00
AMB-034,4.700263,-74.115574,120,0,true,2026-08-23T00:47:46-05:00
AMB-034,4.685447,-74.152593,65,0,true,2026-08-23T01:35:12-05:00
AMB-034,4.703681,-74.105545,40,14,true,2026-08-23T02:31:48-05:00
AMB-034,4.714542,-74.119082,40,31,true,2026-08-23T03:37:05-05:00
AMB-034,4.681829,-74.152438,120,14,true,2026-08-23T03:38:44-05:00
AMB-034,4.707892,-74.10407,12,58,true,2026-08-23T04:08:20-05:00
AMB-034,4.703537,-74.116829,12,14,true,2026-08-23T05:09:05-05:00
AMB-034,4.677049,-74.142004,12,31,true,2026-08-23T06:05:41-05:00
AMB-035,4.629011,-74.137562,25,31,true,2026-08-22T19:52:33-05:00
AMB-035,4.619165,-74.153612,65,31,true,2026-08-22T19:44:00-05:00
AMB-035,4.581038,-74.095602,18,0,true,2026-08-22T20:27:22-05:00
AMB-035,4.630474,-74.137543,25,45,true,2026-08-22T21:16:49-05:00
AMB-035,4.609764,-74.142003,40,45,true,2026-08-22T22:11:20-05:00
AMB-035,4.577317,-74.087663,25,45,true,2026-08-22T23:03:41-05:00
AMB-035,4.62466,-74.153421,18,0,true,2026-08-22T23:24:08-05:00
AMB-035,4.617894,-74.150646,25,0,true,2026-08-23T00:18:05-05:00
AMB-035,4.59267,-74.097012,8,14,true,2026-08-23T01:18:00-05:00
AMB-035,4.625481,-74.132453,40,45,true,2026-08-23T02:38:00-05:00
AMB-035,4.624244,-74.13285,8,58,true,2026-08-23T03:47:04-05:00
AMB-035,4.589418,-74.098125,18,45,true,2026-08-23T03:24:37-05:00
AMB-035,4.623204,-74.153449,25,58,true,2026-08-23T04:38:33-05:00
AMB-035,4.610242,-74.145088,18,45,true,2026-08-23T05:10:39-05:00
AMB-035,4.572228,-74.095193,40,58,true,2026-08-23T06:05:22-05:00
AMB-036,4.693319,-74.102002,40,58,true,2026-08-22T19:49:07-05:00
AMB-036,4.627394,-74.203333,25,22,true,2026-08-22T19:50:11-05:00
AMB-036,4.639264,-74.205115,40,14,true,2026-08-22T20:24:50-05:00
AMB-036,4.692745,-74.106855,65,31,true,2026-08-22T21:33:19-05:00
AMB-036,4.641645,-74.19178,40,45,true,2026-08-22T22:53:02-05:00
AMB-036,4.625682,-74.211996,65,45,true,2026-08-22T23:24:45-05:00
AMB-036,4.702977,-74.107624,120,58,true,2026-08-22T23:55:16-05:00
AMB-036,4.627042,-74.193046,120,45,true,2026-08-23T00:02:02-05:00
AMB-036,4.636647,-74.211224,120,14,true,2026-08-23T01:01:04-05:00
AMB-036,4.688625,-74.11574,18,14,true,2026-08-23T02:14:27-05:00
AMB-036,4.640629,-74.189487,8,31,true,2026-08-23T03:41:32-05:00
AMB-036,4.623694,-74.213651,8,0,true,2026-08-23T03:22:54-05:00
AMB-036,4.703838,-74.110774,65,14,true,2026-08-23T04:47:52-05:00
AMB-036,4.637301,-74.211794,18,58,true,2026-08-23T05:52:35-05:00
AMB-036,4.641994,-74.207081,40,14,true,2026-08-23T06:58:50-05:00
AMB-037,4.724233,-74.036348,120,31,false,2026-08-22T19:45:50-05:00
AMB-037,4.631198,-74.207147,120,14,false,2026-08-22T19:53:48-05:00
AMB-037,4.581305,-74.125772,25,31,false,2026-08-22T20:51:45-05:00
AMB-037,4.713382,-74.047697,25,0,false,2026-08-22T21:45:41-05:00
AMB-037,4.648686,-74.205755,18,22,false,2026-08-22T22:41:28-05:00
AMB-037,4.559712,-74.1259,40,0,false,2026-08-22T23:55:22-05:00
AMB-037,4.708847,-74.038101,65,0,false,2026-08-22T23:34:34-05:00
AMB-037,4.638998,-74.215333,120,22,false,2026-08-23T00:27:06-05:00
AMB-037,4.573172,-74.143804,18,58,false,2026-08-23T01:05:38-05:00
AMB-037,4.719546,-74.032125,25,45,false,2026-08-23T02:36:08-05:00
AMB-037,4.630651,-74.213953,40,0,false,2026-08-23T03:02:13-05:00
AMB-037,4.579479,-74.131971,65,31,false,2026-08-23T03:13:39-05:00
AMB-037,4.715235,-74.039353,25,0,false,2026-08-23T04:12:26-05:00
AMB-037,4.634266,-74.219242,65,0,false,2026-08-23T05:20:26-05:00
AMB-037,4.573014,-74.144862,18,0,false,2026-08-23T06:12:12-05:00
AMB-038,4.593178,-74.097165,120,45,true,2026-08-22T19:55:17-05:00
AMB-038,4.634777,-74.146668,40,0,true,2026-08-22T19:34:04-05:00
AMB-038,4.60893,-74.161672,12,45,true,2026-08-22T20:02:10-05:00
AMB-038,4.596256,-74.088009,65,14,true,2026-08-22T21:06:13-05:00
AMB-038,4.628032,-74.159107,40,0,true,2026-08-22T22:53:08-05:00
AMB-038,4.615812,-74.142893,65,45,true,2026-08-22T23:29:03-05:00
AMB-038,4.594861,-74.095093,120,0,true,2026-08-22T23:08:11-05:00
AMB-038,4.632994,-74.163534,12,14,true,2026-08-23T00:46:57-05:00
AMB-038,4.610417,-74.155295,8,31,true,2026-08-23T01:54:15-05:00
AMB-038,4.588821,-74.074531,25,58,true,2026-08-23T02:20:00-05:00
AMB-038,4.627098,-74.144136,25,45,true,2026-08-23T03:41:35-05:00
AMB-038,4.620691,-74.149979,120,31,true,2026-08-23T03:41:30-05:00
AMB-038,4.585182,-74.094139,8,31,true,2026-08-23T04:17:16-05:00
AMB-038,4.633829,-74.154901,8,14,true,2026-08-23T05:35:25-05:00
AMB-038,4.619942,-74.149044,12,31,true,2026-08-23T06:48:04-05:00
AMB-039,4.624151,-74.199744,12,45,true,2026-08-22T19:55:58-05:00
AMB-039,4.628058,-74.136666,8,58,true,2026-08-22T19:32:12-05:00
AMB-039,4.556047,-74.153385,8,22,true,2026-08-22T20:30:40-05:00
AMB-039,4.622287,-74.215805,40,22,true,2026-08-22T21:53:54-05:00
AMB-039,4.62974,-74.151288,12,22,true,2026-08-22T22:20:04-05:00
AMB-039,4.552811,-74.145623,120,22,true,2026-08-22T23:09:55-05:00
AMB-039,4.63042,-74.213644,25,14,true,2026-08-22T23:33:47-05:00
AMB-039,4.634069,-74.131734,18,22,true,2026-08-23T00:50:56-05:00
AMB-039,4.562143,-74.139543,40,14,true,2026-08-23T01:17:25-05:00
AMB-039,4.628044,-74.213076,25,14,true,2026-08-23T02:32:19-05:00
AMB-039,4.613409,-74.135988,40,58,true,2026-08-23T03:58:02-05:00
AMB-039,4.561833,-74.139092,12,14,true,2026-08-23T03:15:31-05:00
AMB-039,4.620117,-74.195005,25,45,true,2026-08-23T04:31:55-05:00
AMB-039,4.612904,-74.135076,18,45,true,2026-08-23T05:19:46-05:00
AMB-039,4.56774,-74.15572,120,0,true,2026-08-23T06:33:31-05:00
AMB-040,4.668782,-74.077794,40,0,true,2026-08-22T19:37:00-05:00
AMB-040,4.623483,-74.15011,40,22,true,2026-08-22T19:23:43-05:00
AMB-040,4.635873,-74.221598,120,0,true,2026-08-22T20:42:06-05:00
AMB-040,4.658696,-74.079465,40,58,true,2026-08-22T21:24:55-05:00
AMB-040,4.626753,-74.152326,25,58,true,2026-08-22T22:30:15-05:00
AMB-040,4.640383,-74.208424,8,22,true,2026-08-22T23:48:22-05:00
AMB-040,4.658608,-74.075074,120,14,true,2026-08-22T23:11:53-05:00
AMB-040,4.619936,-74.144973,65,58,true,2026-08-23T00:18:13-05:00
AMB-040,4.639061,-74.223601,8,14,true,2026-08-23T01:19:13-05:00
AMB-040,4.667198,-74.077825,25,0,true,2026-08-23T02:58:56-05:00
AMB-040,4.614295,-74.15782,8,22,true,2026-08-23T03:14:20-05:00
AMB-040,4.640116,-74.223862,8,22,true,2026-08-23T03:18:52-05:00
AMB-040,4.67803,-74.067449,12,14,true,2026-08-23T04:43:26-05:00
AMB-040,4.614848,-74.136327,25,45,true,2026-08-23T05:19:56-05:00
AMB-040,4.637306,-74.21563,25,14,true,2026-08-23T06:14:54-05:00
