handshake_id,caso_id,codigo_sede,nombre_sede,canal,estado,motivo_rechazo,enviado_en,expira_en,respondido_en,latencia_s,eta_min_al_despachar,intento
HSK-0127,CAS-0074,110010644701,Fundación Abood Shaio,telegram,rechazado,Tomógrafo fuera de servicio,2026-08-23T00:33:04-05:00,2026-08-23T00:34:34-05:00,2026-08-23T00:33:28-05:00,24,8.6,3
HSK-0128,CAS-0074,110012156404,Clínica Medicentro Familiar Sede Suba,consola,rechazado,Sin camas UCI adultos,2026-08-23T00:33:37-05:00,2026-08-23T00:35:07-05:00,2026-08-23T00:33:55-05:00,18,10.8,4
HSK-0129,CAS-0075,110010917802,Centro Policlinico Del Olaya,telegram,rechazado,Hemodinamia en procedimiento,2026-08-23T00:31:03-05:00,2026-08-23T00:32:33-05:00,2026-08-23T00:31:45-05:00,42,3.8,1
HSK-0130,CAS-0075,110010566801,Hospital Universitario Clínica San Rafael,whatsapp,rechazado,Sin especialista de turno,2026-08-23T00:31:55-05:00,2026-08-23T00:33:25-05:00,2026-08-23T00:32:09-05:00,14,4.1,2
HSK-0131,CAS-0075,110013028902,Unidad de Servicios de Salud San Blas,whatsapp,aceptado,,2026-08-23T00:32:13-05:00,2026-08-23T00:33:43-05:00,2026-08-23T00:32:47-05:00,34,5.8,3
HSK-0132,CAS-0076,110013029103,Unidad de Servicios de Salud Engativá Calle 80,telegram,aceptado,,2026-08-23T00:33:47-05:00,2026-08-23T00:35:17-05:00,2026-08-23T00:34:13-05:00,26,2.2,1
HSK-0133,CAS-0077,110011864201,Hospital Universitario Mayor-Mederi,telegram,rechazado,Urgencias en contingencia por sobreocupación,2026-08-23T00:37:23-05:00,2026-08-23T00:38:53-05:00,2026-08-23T00:37:53-05:00,30,2.5,1
HSK-0134,CAS-0077,110010867901,Sociedad de Cirugía de Bogotá - Hospital de San José,whatsapp,rechazado,Sin cupo en observación pediátrica,2026-08-23T00:37:57-05:00,2026-08-23T00:39:27-05:00,2026-08-23T00:38:34-05:00,37,3.6,2
HSK-0135,CAS-0077,110010568101,Fundación Hospital de La Misericordia,whatsapp,aceptado,,2026-08-23T00:38:45-05:00,2026-08-23T00:40:15-05:00,2026-08-23T00:39:30-05:00,45,6.7,3
HSK-0136,CAS-0078,110013029601,Hospital Occidente de Kennedy,telegram,aceptado,,2026-08-23T00:39:36-05:00,2026-08-23T00:41:06-05:00,2026-08-23T00:39:56-05:00,20,3.4,1
HSK-0137,CAS-0079,110012215001,Clínica Medical S.A.S.,telegram,aceptado,,2026-08-23T00:50:11-05:00,2026-08-23T00:51:41-05:00,2026-08-23T00:51:01-05:00,50,3.6,1
HSK-0138,CAS-0080,110013029654,Hospital de Bosa,telegram,rechazado,Sin especialista de turno,2026-08-23T00:59:06-05:00,2026-08-23T01:00:36-05:00,2026-08-23T00:59:18-05:00,12,2.5,1
HSK-0139,CAS-0080,110010817103,Clínica Colsubsidio Ciudad Roma,telegram,aceptado,,2026-08-23T00:59:25-05:00,2026-08-23T01:00:55-05:00,2026-08-23T00:59:44-05:00,19,13.1,2
HSK-0140,CAS-0081,110013029114,Unidad de Servicios de Salud Centro de Servicios Especializado,telegram,aceptado,,2026-08-23T01:02:16-05:00,2026-08-23T01:03:46-05:00,2026-08-23T01:02:26-05:00,10,2.1,1
HSK-0141,CAS-0082,110010966601,Clínica Del Occidente S.A.,telegram,aceptado,,2026-08-23T01:08:18-05:00,2026-08-23T01:09:48-05:00,2026-08-23T01:09:12-05:00,54,1.8,1
HSK-0142,CAS-0083,110010817102,Clínica Infantil Colsubsidio,telegram,rechazado,Sin cupo en observación pediátrica,2026-08-23T01:34:50-05:00,2026-08-23T01:36:20-05:00,2026-08-23T01:35:12-05:00,22,2.6,1
HSK-0143,CAS-0083,110013502501,Clínica Nueva El Lago S.A.S - Sede Calle 76,whatsapp,rechazado,Tomógrafo fuera de servicio,2026-08-23T01:35:20-05:00,2026-08-23T01:36:50-05:00,2026-08-23T01:36:27-05:00,67,2.9,2
HSK-0144,CAS-0083,110010959901,Clínica Del Country IPS,telegram,aceptado,,2026-08-23T01:36:31-05:00,2026-08-23T01:38:01-05:00,2026-08-23T01:37:39-05:00,68,4.0,3
HSK-0145,CAS-0084,110010867901,Sociedad de Cirugía de Bogotá - Hospital de San José,telegram,aceptado,,2026-08-23T01:42:38-05:00,2026-08-23T01:44:08-05:00,2026-08-23T01:43:55-05:00,77,1.4,1
HSK-0146,CAS-0085,110010867901,Sociedad de Cirugía de Bogotá - Hospital de San José,telegram,rechazado,Sin especialista de turno,2026-08-23T01:43:03-05:00,2026-08-23T01:44:33-05:00,2026-08-23T01:43:34-05:00,31,2.2,1
HSK-0147,CAS-0085,110011864201,Hospital Universitario Mayor-Mederi,consola,rechazado,Sala de reanimación ocupada,2026-08-23T01:43:42-05:00,2026-08-23T01:45:12-05:00,2026-08-23T01:44:02-05:00,20,4.7,2
HSK-0148,CAS-0085,110010568101,Fundación Hospital de La Misericordia,whatsapp,rechazado,"Quirófano ocupado, tiempo estimado 90 minutos",2026-08-23T01:44:09-05:00,2026-08-23T01:45:39-05:00,2026-08-23T01:44:40-05:00,31,4.9,3
HSK-0149,CAS-0085,110010606501,Instituto Nacional de Cancerología,telegram,rechazado,Urgencias en contingencia por sobreocupación,2026-08-23T01:44:46-05:00,2026-08-23T01:46:16-05:00,2026-08-23T01:45:54-05:00,68,5.8,4
HSK-0150,CAS-0086,110013029625,Hospital Fontibón,telegram,aceptado,,2026-08-23T01:50:24-05:00,2026-08-23T01:51:54-05:00,2026-08-23T01:51:31-05:00,67,0.6,1
HSK-0151,CAS-0087,110010566801,Hospital Universitario Clínica San Rafael,telegram,aceptado,,2026-08-23T01:51:45-05:00,2026-08-23T01:53:15-05:00,2026-08-23T01:52:15-05:00,30,1.8,1
HSK-0152,CAS-0088,110012156404,Clínica Medicentro Familiar Sede Suba,telegram,rechazado,Sin camas UCI adultos,2026-08-23T01:57:07-05:00,2026-08-23T01:58:37-05:00,2026-08-23T01:57:27-05:00,20,3.3,1
HSK-0153,CAS-0088,110013029114,Unidad de Servicios de Salud Centro de Servicios Especializado,whatsapp,aceptado,,2026-08-23T01:57:38-05:00,2026-08-23T01:59:08-05:00,2026-08-23T01:58:46-05:00,68,3.5,2
HSK-0154,CAS-0089,110012156404,Clínica Medicentro Familiar Sede Suba,telegram,aceptado,,2026-08-23T02:28:30-05:00,2026-08-23T02:30:00-05:00,2026-08-23T02:28:41-05:00,11,2.1,1
HSK-0155,CAS-0090,110010966601,Clínica Del Occidente S.A.,telegram,aceptado,,2026-08-23T02:38:19-05:00,2026-08-23T02:39:49-05:00,2026-08-23T02:39:10-05:00,51,3.1,1
HSK-0156,CAS-0091,110012156401,Medicentro Familiar IPS SAS,telegram,rechazado,"Quirófano ocupado, tiempo estimado 90 minutos",2026-08-23T02:42:10-05:00,2026-08-23T02:43:40-05:00,2026-08-23T02:42:28-05:00,18,1.6,1
HSK-0157,CAS-0091,110013029625,Hospital Fontibón,whatsapp,rechazado,Urgencias en contingencia por sobreocupación,2026-08-23T02:42:35-05:00,2026-08-23T02:44:05-05:00,2026-08-23T02:43:32-05:00,57,2.6,2
HSK-0158,CAS-0091,110013029603,Hospital Pediátrico Tintal,consola,aceptado,,2026-08-23T02:43:36-05:00,2026-08-23T02:45:06-05:00,2026-08-23T02:44:48-05:00,72,8.6,3
HSK-0159,CAS-0092,110013029402,Unidad de Servicios de Salud Meissen,telegram,aceptado,,2026-08-23T02:48:04-05:00,2026-08-23T02:49:34-05:00,2026-08-23T02:48:55-05:00,51,3.1,1
HSK-0160,CAS-0093,110013029654,Hospital de Bosa,telegram,rechazado,Sin camas UCI adultos,2026-08-23T02:52:42-05:00,2026-08-23T02:54:12-05:00,2026-08-23T02:53:30-05:00,48,2.1,1
HSK-0161,CAS-0093,110010817103,Clínica Colsubsidio Ciudad Roma,consola,rechazado,Hemodinamia en procedimiento,2026-08-23T02:53:37-05:00,2026-08-23T02:55:07-05:00,2026-08-23T02:54:08-05:00,31,13.0,2
HSK-0162,CAS-0093,110013029601,Hospital Occidente de Kennedy,telegram,timeout,,2026-08-23T02:54:13-05:00,2026-08-23T02:55:43-05:00,,,17.9,3
HSK-0163,CAS-0093,110012215001,Clínica Medical S.A.S.,whatsapp,rechazado,Sala de reanimación ocupada,2026-08-23T02:55:51-05:00,2026-08-23T02:57:21-05:00,2026-08-23T02:57:04-05:00,73,18.8,4
HSK-0164,CAS-0094,110012156404,Clínica Medicentro Familiar Sede Suba,telegram,aceptado,,2026-08-23T02:55:29-05:00,2026-08-23T02:56:59-05:00,2026-08-23T02:55:52-05:00,23,1.3,1
HSK-0165,CAS-0095,110013029103,Unidad de Servicios de Salud Engativá Calle 80,telegram,aceptado,,2026-08-23T03:07:37-05:00,2026-08-23T03:09:07-05:00,2026-08-23T03:08:22-05:00,45,3.9,1
HSK-0166,CAS-0096,110013029654,Hospital de Bosa,telegram,rechazado,Sin cupo en observación pediátrica,2026-08-23T03:15:30-05:00,2026-08-23T03:17:00-05:00,2026-08-23T03:15:51-05:00,21,1.8,1
HSK-0167,CAS-0096,110013029601,Hospital Occidente de Kennedy,consola,aceptado,,2026-08-23T03:15:57-05:00,2026-08-23T03:17:27-05:00,2026-08-23T03:16:22-05:00,25,15.2,2
HSK-0168,CAS-0097,110010918668,Clínica Infantil Santa María Del Lago,telegram,aceptado,,2026-08-23T03:32:20-05:00,2026-08-23T03:33:50-05:00,2026-08-23T03:32:32-05:00,12,1.7,1
HSK-0169,CAS-0098,110013029654,Hospital de Bosa,telegram,aceptado,,2026-08-23T03:38:02-05:00,2026-08-23T03:39:32-05:00,2026-08-23T03:38:37-05:00,35,1.4,1
HSK-0170,CAS-0099,110010867901,Sociedad de Cirugía de Bogotá - Hospital de San José,telegram,rechazado,Sin especialista de turno,2026-08-23T03:44:58-05:00,2026-08-23T03:46:28-05:00,2026-08-23T03:45:19-05:00,21,4.4,1
HSK-0171,CAS-0099,110011864201,Hospital Universitario Mayor-Mederi,whatsapp,aceptado,,2026-08-23T03:45:30-05:00,2026-08-23T03:47:00-05:00,2026-08-23T03:46:16-05:00,46,5.3,2
HSK-0172,CAS-0100,110011613301,Fundación Hospital Infantil Universitario de San Jose,telegram,aceptado,,2026-08-23T03:53:15-05:00,2026-08-23T03:54:45-05:00,2026-08-23T03:54:22-05:00,67,2.0,1
HSK-0173,CAS-0101,110012507001,Administradora Clínica La Colina SAS,telegram,rechazado,Urgencias en contingencia por sobreocupación,2026-08-23T04:04:05-05:00,2026-08-23T04:05:35-05:00,2026-08-23T04:04:17-05:00,12,7.6,1
HSK-0174,CAS-0101,110010644701,Fundación Abood Shaio,whatsapp,rechazado,Sin cupo en observación pediátrica,2026-08-23T04:04:27-05:00,2026-08-23T04:05:57-05:00,2026-08-23T04:04:47-05:00,20,13.8,2
HSK-0175,CAS-0101,110010918668,Clínica Infantil Santa María Del Lago,telegram,rechazado,Tomógrafo fuera de servicio,2026-08-23T04:04:57-05:00,2026-08-23T04:06:27-05:00,2026-08-23T04:05:28-05:00,31,14.8,3
HSK-0176,CAS-0102,110013029114,Unidad de Servicios de Salud Centro de Servicios Especializado,telegram,rechazado,Sin camas UCI adultos,2026-08-23T04:08:31-05:00,2026-08-23T04:10:01-05:00,2026-08-23T04:08:45-05:00,14,2.0,1
HSK-0177,CAS-0102,110010910401,Clínica Juan N Corpas Ltda,whatsapp,aceptado,,2026-08-23T04:08:52-05:00,2026-08-23T04:10:22-05:00,2026-08-23T04:10:03-05:00,71,3.9,2
HSK-0178,CAS-0103,110013029114,Unidad de Servicios de Salud Centro de Servicios Especializado,telegram,aceptado,,2026-08-23T04:09:09-05:00,2026-08-23T04:10:39-05:00,2026-08-23T04:09:23-05:00,14,1.7,1
HSK-0179,CAS-0104,110013029402,Unidad de Servicios de Salud Meissen,telegram,rechazado,Sala de reanimación ocupada,2026-08-23T04:12:37-05:00,2026-08-23T04:14:07-05:00,2026-08-23T04:13:23-05:00,46,4.0,1
HSK-0180,CAS-0104,110013029401,Unidad de Servicios de Salud El Tunal,whatsapp,aceptado,,2026-08-23T04:13:27-05:00,2026-08-23T04:14:57-05:00,2026-08-23T04:13:47-05:00,20,8.0,2
HSK-0181,CAS-0105,110013029654,Hospital de Bosa,telegram,aceptado,,2026-08-23T04:22:15-05:00,2026-08-23T04:23:45-05:00,2026-08-23T04:23:21-05:00,66,1.9,1
HSK-0182,CAS-0106,110013029402,Unidad de Servicios de Salud Meissen,telegram,aceptado,,2026-08-23T04:57:20-05:00,2026-08-23T04:58:50-05:00,2026-08-23T04:57:40-05:00,20,3.7,1
HSK-0183,CAS-0107,110013029103,Unidad de Servicios de Salud Engativá Calle 80,telegram,rechazado,Tomógrafo fuera de servicio,2026-08-23T05:04:51-05:00,2026-08-23T05:06:21-05:00,2026-08-23T05:05:24-05:00,33,5.2,1
HSK-0184,CAS-0107,110010918668,Clínica Infantil Santa María Del Lago,telegram,aceptado,,2026-08-23T05:05:34-05:00,2026-08-23T05:07:04-05:00,2026-08-23T05:06:28-05:00,54,5.5,2
HSK-0185,CAS-0108,110010959901,Clínica Del Country IPS,telegram,aceptado,,2026-08-23T05:21:17-05:00,2026-08-23T05:22:47-05:00,2026-08-23T05:22:04-05:00,47,2.2,1
HSK-0186,CAS-0109,110013029401,Unidad de Servicios de Salud El Tunal,telegram,aceptado,,2026-08-23T05:22:15-05:00,2026-08-23T05:23:45-05:00,2026-08-23T05:23:31-05:00,76,8.2,1
HSK-0187,CAS-0110,110013029654,Hospital de Bosa,telegram,rechazado,Sala de reanimación ocupada,2026-08-23T05:35:12-05:00,2026-08-23T05:36:42-05:00,2026-08-23T05:36:18-05:00,66,1.1,1
HSK-0188,CAS-0110,110010817103,Clínica Colsubsidio Ciudad Roma,consola,rechazado,"Quirófano ocupado, tiempo estimado 90 minutos",2026-08-23T05:36:26-05:00,2026-08-23T05:37:56-05:00,2026-08-23T05:36:42-05:00,16,12.5,2
HSK-0189,CAS-0110,110013029601,Hospital Occidente de Kennedy,telegram,aceptado,,2026-08-23T05:36:53-05:00,2026-08-23T05:38:23-05:00,2026-08-23T05:37:24-05:00,31,17.3,3
HSK-0190,CAS-0111,110013029103,Unidad de Servicios de Salud Engativá Calle 80,telegram,aceptado,,2026-08-23T05:50:40-05:00,2026-08-23T05:52:10-05:00,2026-08-23T05:51:15-05:00,35,2.9,1
HSK-0191,CAS-0112,110010895201,Clínica Palermo,telegram,rechazado,Tomógrafo fuera de servicio,2026-08-23T06:05:39-05:00,2026-08-23T06:07:09-05:00,2026-08-23T06:06:23-05:00,44,2.7,1
HSK-0192,CAS-0112,110010752101,Clínica Nueva,consola,rechazado,Sin camas UCI adultos,2026-08-23T06:06:30-05:00,2026-08-23T06:08:00-05:00,2026-08-23T06:07:23-05:00,53,3.6,2
HSK-0193,CAS-0112,110010936101,Clínica de Marly,consola,rechazado,Hemodinamia en procedimiento,2026-08-23T06:07:34-05:00,2026-08-23T06:09:04-05:00,2026-08-23T06:08:51-05:00,77,4.8,3
HSK-0194,CAS-0113,110010966601,Clínica Del Occidente S.A.,telegram,aceptado,,2026-08-23T06:06:29-05:00,2026-08-23T06:07:59-05:00,2026-08-23T06:06:50-05:00,21,2.3,1
HSK-0195,CAS-0114,110012156404,Clínica Medicentro Familiar Sede Suba,telegram,aceptado,,2026-08-23T06:07:27-05:00,2026-08-23T06:08:57-05:00,2026-08-23T06:07:46-05:00,19,2.9,1
HSK-0196,CAS-0115,110013627801,Clínica Azul,telegram,rechazado,"Quirófano ocupado, tiempo estimado 90 minutos",2026-08-23T06:31:41-05:00,2026-08-23T06:33:11-05:00,2026-08-23T06:32:50-05:00,69,2.7,1
HSK-0197,CAS-0115,110011613301,Fundación Hospital Infantil Universitario de San Jose,telegram,aceptado,,2026-08-23T06:33:00-05:00,2026-08-23T06:34:30-05:00,2026-08-23T06:33:50-05:00,50,3.1,2
HSK-0198,CAS-0116,110012156404,Clínica Medicentro Familiar Sede Suba,telegram,aceptado,,2026-08-23T06:38:23-05:00,2026-08-23T06:39:53-05:00,2026-08-23T06:38:36-05:00,13,1.0,1
HSK-0199,CAS-0117,110010918668,Clínica Infantil Santa María Del Lago,telegram,aceptado,,2026-08-23T06:42:08-05:00,2026-08-23T06:43:38-05:00,2026-08-23T06:42:57-05:00,49,1.9,1
HSK-0200,CAS-0118,110010566801,Hospital Universitario Clínica San Rafael,telegram,rechazado,Sin camas UCI adultos,2026-08-23T06:42:46-05:00,2026-08-23T06:44:16-05:00,2026-08-23T06:43:05-05:00,19,2.2,1
HSK-0201,CAS-0118,110013028901,Unidad de Servicios de Salud Santa Clara Hospital Universitario,consola,aceptado,,2026-08-23T06:43:09-05:00,2026-08-23T06:44:39-05:00,2026-08-23T06:43:40-05:00,31,2.6,2
HSK-0202,CAS-0119,110012215001,Clínica Medical S.A.S.,telegram,aceptado,,2026-08-23T06:45:14-05:00,2026-08-23T06:46:44-05:00,2026-08-23T06:45:26-05:00,12,0.6,1
HSK-0203,CAS-0120,110013028929,Unidad de Servicios de Salud Victoria,telegram,rechazado,Sala de reanimación ocupada,2026-08-23T06:50:17-05:00,2026-08-23T06:51:47-05:00,2026-08-23T06:51:02-05:00,45,20.9,1
HSK-0204,CAS-0120,110013029402,Unidad de Servicios de Salud Meissen,consola,rechazado,"Quirófano ocupado, tiempo estimado 90 minutos",2026-08-23T06:51:10-05:00,2026-08-23T06:52:40-05:00,2026-08-23T06:51:27-05:00,17,22.2,2
HSK-0205,CAS-0120,110013028902,Unidad de Servicios de Salud San Blas,whatsapp,rechazado,Urgencias en contingencia por sobreocupación,2026-08-23T06:51:39-05:00,2026-08-23T06:53:09-05:00,2026-08-23T06:52:12-05:00,33,26.9,3
